"symbol__gene_id","gene_id","module_color","module","A68ShootFlight","A68ShootFlight1","A68ShootFlight2","A68ShootFlight3","A68ShootGround","A68ShootGround1","A68ShootGround2","A68ShootGround3","D130ShootFlight","D130ShootFlight1","D130ShootFlight2","D130ShootFlight3","D130ShootGround","D130ShootGround1","D130ShootGround2","D130ShootGround3","WTShootFlight","WTShootFlight1","WTShootFlight2","WTShootFlight3","WTShootGround","WTShootGround1","WTShootGround2","WTShootGround3","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"NA__GOHIR.A12G125600","GOHIR.A12G125600","turquoise","1",6.49203158162569,7.20955237829761,10.2771848502753,9.96241944249791,9.60701455486799,7.68890718428456,10.5070701211816,8.71319001857786,10.0035547271982,9.8887240929989,9.4406242596064,5.44220941339838,8.95052162599563,9.17659106367735,7.76232223190705,8.84902889409953,8.6149343893865,9.76591366930331,8.25458777963801,4.68277066099553,7.6110846583864,9.59073500412279,8.83397784916035,8.86247083225706,NA,"A12",84929282,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,1164,498,1164,112,272,4,NA,"List"
"NA__GOHIR.A12G133000","GOHIR.A12G133000","turquoise","1",6.46059570521589,5.41067790817872,3.76234000623057,5.74640734868984,5.41332118587675,6.18088716210179,3.08865834514957,4.66757876785842,4.65079645120433,5.76145058928507,3.6035298674839,6.85382078468406,4.24753108094958,3.8778860690021,6.97964100138236,4.84958594126195,6.41315524464084,2.76268627686853,3.0941105701702,6.78313040678024,6.17989164164505,4.73314430680075,3.82956696539905,4.72060781132909,NA,"A12",86195131,NA,1,"protein_coding","high mobility group protein B3 (HMGB3)",NA,1800,651,1800,219,244,8,NA,"List"
"NA__GOHIR.A12G232900","GOHIR.A12G232900","turquoise","1",5.81718120906812,5.90969233298773,2.92385636079773,4.21822318223521,4.64750096391682,6.56754993159352,2.35804782158611,4.34878326179343,5.38789120292408,6.4842263372844,2.66223396262617,5.69870232157925,4.6116107283647,2.61830656417798,5.79223321813115,3.93424794101844,4.46266419658292,2,2.53995355894163,5.760605575509,5.58187319294735,5.31027090845261,3.82956696539905,3.61354485408319,NA,"A12",105233478,NA,2,"protein_coding",NA,NA,2576,1282,2562,332,527,2,NA,"List"
"NA__GOHIR.A12G267100","GOHIR.A12G267100","turquoise","1",5.25833477032882,6.97382620324041,3.48251761949464,4.77507581698525,5.57078755780668,7.23849128739179,3.08865834514957,5.34093899907457,5.33681003713604,5.9478927474574,3.6035298674839,7.6578781090789,5.02796780519463,4.32568629639498,7.10987191712366,4.84958594126195,3.70317544760233,2.55034042698888,4.34634180179301,6.17939664488241,6.65073064887717,5.31027090845261,4.08777918202374,5.46019870372441,NA,"A12",108427469,NA,3,"protein_coding","FAMILY NOT NAMED ",NA,5641,2892,5355,97,184,15,NA,"List"
"NA__GOHIR.A12G275400","GOHIR.A12G275400","turquoise","1",6.46059570521589,3.01017545544712,5.96845351140603,7.25786449485051,4.76391944911368,3.51513744671036,5.80299539865444,4.15837159015423,4.73211424680523,7.14883067508408,4.34418043100655,3.1820131104832,3.75938304448423,4.40069586355624,3.20416041855811,5.36623856008471,6.06980362212107,7.93960407080149,5.84707574857357,2.36211567114277,2.44550545566904,4.19150252964477,4.76664513453441,3.97925607590045,NA,"A12",109254714,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2006,996,2006,223,505,4,NA,"List"
"NA__GOHIR.A13G031400","GOHIR.A13G031400","turquoise","1",5.62260882702505,5.7005336534023,3.88422247656276,5.17585029151347,5.28929587232248,6.88231675901319,2.35804782158611,5.46954766184308,5.48492825743682,5.51392236150771,3.8565437518839,7.45024448970373,5.02796780519463,3.8778860690021,7.32628364351359,5.19899486902597,5.15325254143213,2.94775024566816,3.23987283799798,6.870149122388,6.41825075064969,4.85672020051801,4.23736512307555,4.58566567762675,NA,"A13",3657367,NA,1,"protein_coding","DNA replication licensing factor MCM4 (MCM4, CDC54)",NA,5359,2520,5359,89,575,18,NA,"List"
"NA__GOHIR.A13G069700","GOHIR.A13G069700","turquoise","1",2.71957797689432,4.7899191429686,5.27392423352236,4.21822318223521,5.73193148902749,5.1450234638415,3.26810619600039,3.68006851716664,4.03395286269581,5.2149454522958,5.09978430437146,6.45994744809931,3.75938304448423,3.2250778495991,6.73920267979229,3.08998308067961,2,2.76268627686853,2.29509157594312,5.21318739998855,5.56726972064532,5.02425216845621,4.08777918202374,4.08310675211079,NA,"A13",16383360,NA,1,"protein_coding","Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",NA,740,345,740,62,333,1,NA,"List"
"NA__GOHIR.A13G103200","GOHIR.A13G103200","turquoise","1",5.44124164241896,6.41163780703194,4.97789862794451,7.94586796034554,7.57030058011958,7.3739539029957,4.95616258171281,3.5308263006631,6.0738559129911,6.15686801865749,5.59312583924479,9.63935015193711,7.16030008070272,6.1582381323335,7.86272646939908,7.87195414752818,7.4174853314732,2.30125471211252,2,8.87886679383869,6.59422803883463,7.12491500420071,6.35794549115658,4.27075804691125,NA,"A13",69862713,NA,1,"protein_coding","ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN ",NA,1993,1089,1993,41,240,5,NA,"List"
"NA__GOHIR.A13G156300","GOHIR.A13G156300","turquoise","1",3.63309443821026,5.04755902827753,2,2.7913056449142,4.68736011379323,6.74465490029429,2.35804782158611,2,4.80909208364921,4.39951939632872,2,5.08280427145479,3.0160479299037,3.38140341602474,4.83745423724894,2.64557043148888,4.13233107114161,2,2.29509157594312,3.2789047617014,5.37942269305363,3.62350276791526,2.30124748019155,2.37216058689913,NA,"A13",100050600,NA,1,"protein_coding","Plant protein of unknown function (DUF247)",NA,3139,1323,3139,129,381,4,NA,"List"
"NA__GOHIR.A13G167000","GOHIR.A13G167000","turquoise","1",4.08185133977688,6.24159285315443,3.31921301700808,4.61222979547848,4.87164096548238,6.24512943291601,2.35804782158611,5.29538901705356,4.77111651735779,4.6036144730317,2,6.37426996199307,4.14009296602165,4.60482721735636,6.38771079032,3.82359026799331,2,2,2.74922408898782,5.53062604206179,5.65275224664741,4.66714605886763,3.51484206690889,4.95766640945834,NA,"A13",102709939,NA,1,"protein_coding","SYNTAXIN-RELATED PROTEIN KNOLLE",NA,1951,942,1951,193,541,2,NA,"List"
"NA__GOHIR.A13G185700","GOHIR.A13G185700","turquoise","1",6.07417627807685,5.97317615846962,4.53230662711106,6.09373592109375,5.67359129539428,7.01720734688947,2,4.73737064019903,5.70231042094778,6.51827720329773,3.73557628210589,7.62115517672555,4.44102548525816,3.65089734552499,7.46051448980162,4.95834017740333,5.74512198312984,2.30125471211252,3.70912675476223,7.12729554822395,6.26379719617331,5.26636778164258,4.23736512307555,4.17998122591575,NA,"A13",106228020,NA,1,"protein_coding","DNA replication licensing factor MCM5 (MCM5, CDC46)",NA,4798,2205,4798,125,339,18,NA,"List"
"NA__GOHIR.A13G228000","GOHIR.A13G228000","turquoise","1",7.57175018793464,7.07856907407402,3.76234000623057,6.3391506722815,6.45204924597112,7.623948045024,3.57135297758271,6.21997802635086,6.50250733532611,8.04904637245914,4.16838123875619,7.94217992692441,5.25092539049674,4.07396878924509,8.60730557832829,5.19899486902597,6.25166983697326,2.55034042698888,4.28047194084839,8.13020751604849,7.09441293925205,5.43449165955551,5.03535862153063,4.35615958972902,NA,"A13",111024671,NA,1,"protein_coding","histone H4 (H4)",NA,613,312,613,75,226,1,NA,"List"
"NA__GOHIR.A13G231200","GOHIR.A13G231200","turquoise","1",7.63882308995879,9.07360144832923,6.53172039218372,8.46253835311163,7.77376585984511,6.74465490029429,9.57636594153938,6.0104310294294,8.69612734097382,7.8694378279961,7.60784989114497,7.45488946957669,8.38908627937465,8.33973070208603,7.56071409477329,7.6467133545569,9.81691187612621,6.35798199518278,3.80594922847068,8.0139979902738,6.23636733032559,9.62590494735533,8.41433890755367,7.56082147606743,NA,"A13",111271946,NA,1,"protein_coding",NA,NA,826,516,826,33,277,1,NA,"List"
"NA__GOHIR.D01G017600","GOHIR.D01G017600","turquoise","1",5.04882520816236,6.64395388231917,4.10086297294918,5.69307279685033,5.52752323234878,7.1573481779941,2.64466924019999,5.69676336864222,5.11221597496395,5.47976732791705,3.6035298674839,7.82148076094846,4.34751979078453,4.24656186090393,6.85516904946537,4.73196021917035,2,2.76268627686853,4.06263292057164,6.50357220309631,6.40188347493706,5.47363029579888,4.23736512307555,5.38090546125116,NA,"D01",1484942,NA,2,"protein_coding","targeting protein for Xklp2 (TPX2)",NA,5129,2288,5129,146,596,17,NA,"List"
"NA__GOHIR.D01G023409","GOHIR.D01G023409","turquoise","1",9.32418000769155,9.74356088196617,7.251091475138,8.96538317931291,11.0604255928184,11.7758632079667,6.83822872599026,9.53560528907292,6.13493648120295,8.34305476858199,6.20757559910719,7.95535253131359,8.153862731015,7.47056460810785,8.80051289568209,6.81194206969569,9.89419759685082,5.80777467624093,6.85381761452057,10.1191248415013,11.1072838418151,9.06502194648164,8.5166719851803,7.88203341174865,NA,"D01",2150757,NA,1,"protein_coding","Cyclopropane-fatty-acyl-phospholipid synthase / Unsaturated-phospholipid methyltransferase",NA,8554,2598,8554,224,208,25,NA,"List"
"NA__GOHIR.D01G086700","GOHIR.D01G086700","turquoise","1",5.13099726755089,6.92649882502123,3.76234000623057,5.58009721553172,6.02421756044423,7.01720734688947,2.64466924019999,5.09728236399829,5.92616576557734,6.11297474965194,2.90596453624025,7.36890192977428,4.68989114648585,5.17410017721097,7.29923671036659,5.00978988386631,6.25166983697326,2.55034042698888,3.70912675476223,6.46681597907672,6.57245570598928,5.07603513478766,5.33000871195678,5.11295572100678,NA,"D01",15369841,NA,1,"protein_coding","cyclin-dependent kinase [EC:2.7.11.22] (CDK)",NA,2013,936,2013,74,390,7,NA,"List"
"NA__GOHIR.D01G089600","GOHIR.D01G089600","turquoise","1",4.6634077418206,5.10537138845469,3.31921301700808,5.84750254755355,7.10224358552243,5.74291206777623,4.38552936417163,4.05282907357671,4.51952116442326,5.17280961073452,4.34418043100655,7.30859085648979,6.3996247894392,5.54861480536343,5.49133510843195,6.85477894720684,5.74512198312984,2.30125471211252,2.29509157594312,6.95221638941965,4.28069076542929,7.02306244085097,5.70872693655156,4.27075804691125,NA,"D01",15878861,NA,1,"protein_coding","SER/THR-RICH PROTEIN T10 IN DGCR REGION ",NA,1845,807,1845,118,531,5,NA,"List"
"NA__GOHIR.D01G104800","GOHIR.D01G104800","turquoise","1",5.91319874648296,4.82475486950926,3.88422247656276,5.01129046247633,4.56431859612059,5.76499121815803,2.35804782158611,3.36434498206047,4.56461993603543,5.57989833292704,3.2965032520356,6.62566343514708,3.75938304448423,3.52243390118707,6.05730968445681,4.46332468073473,6.81116398465011,2.76268627686853,2.93194882728233,5.66649356753562,5.46068424814051,3.47710988791868,3.39257351351432,3.30535688571692,NA,"D01",19642360,NA,1,"protein_coding",NA,NA,4034,2229,4034,97,324,11,NA,"List"
"NA__GOHIR.D01G116400","GOHIR.D01G116400","turquoise","1",6.39559124749542,6.09233182702924,4.80347467337389,5.2880159197564,5.12485542026683,6.37999836819685,3.70200287017715,4.34878326179343,5.46127399555248,6.2810624491128,2.66223396262617,7.23488538289184,4.96639521015207,3.65089734552499,6.4627586760226,4.66934388547027,3.70317544760233,2.76268627686853,4.28047194084839,6.95221638941965,5.49194915300525,5.62035929937491,3.39257351351432,4.17998122591575,NA,"D01",25585641,NA,1,"protein_coding","BRCA1-associated RING domain protein 1 [EC:6.3.2.19] (BARD1)",NA,5475,3006,5475,108,327,14,NA,"List"
"NA__GOHIR.D01G154266","GOHIR.D01G154266","turquoise","1",6.04621219850379,6.89406208425476,3.62920243250671,4.96704067370794,6.34397406188273,7.01720734688947,3.4276825686727,2.39497372632075,5.72235032302237,6.66227994003897,4.25895692487073,6.5408207690066,4.96639521015207,3.04973148124057,5.60613571764221,4.6038860631746,2,2.55034042698888,2.29509157594312,5.7906596991247,6.82043085338132,6.01464014197727,3.62755307871061,3.30535688571692,NA,"D01",53352264,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2611,1071,2611,855,218,3,NA,"List"
"NA__GOHIR.D01G220000","GOHIR.D01G220000","turquoise","1",6.28028509217745,6.00390033190607,2.92385636079773,5.48915239246326,5.73193148902749,7.1149984303619,3.08865834514957,5.14941714476298,6.39424747326908,6.80704458262552,3.96814831396196,6.62566343514708,4.9020771580067,3.38140341602474,7.17082878007807,5.10749186212175,7.29847019349427,2.55034042698888,4.5833223916525,6.85600562882026,6.07023588449234,5.26636778164258,4.37288795999587,4.5131459303441,NA,"D01",65034599,NA,1,"protein_coding","SEC14 RELATED PROTEIN ",NA,2541,1227,2541,388,684,4,NA,"List"
"NA__GOHIR.D02G009400","GOHIR.D02G009400","turquoise","1",2.71957797689432,2.5917541056907,2.37746796713408,2.57249519080368,4.33259933089235,6.39423421423709,2.88367650908263,3.5308263006631,2.24132005180405,3.38050927460521,2,2,2,2,5.90417246982279,2,2,2,2,2.36211567114277,5.63885228199188,3.13044981286818,2,2.37216058689913,NA,"D02",879822,NA,1,"protein_coding","Agglutinin domain (Agglutinin)",NA,1902,1425,1902,38,439,1,NA,"List"
"NA__GOHIR.D02G051700","GOHIR.D02G051700","turquoise","1",7.12060445713306,7.08576758237261,4.97789862794451,6.0306397538354,6.26714676543749,7.6773119099816,4.30558119292644,5.86210508036309,6.27719990236551,7.51202476961065,4.57325705611517,8.0474181639437,5.69238989551411,4.72645168142458,7.42966909429655,5.05946778484332,4.46266419658292,3.39259727247032,4.78681259978363,7.4338203955413,6.20840581775431,6.18938285061322,4.08777918202374,5.70773220060547,NA,"D02",6576210,NA,1,"protein_coding","serine/threonine-protein kinase ULK4 [EC:2.7.11.1] (ULK4)",NA,6686,4107,6686,99,392,11,NA,"List"
"NA__GOHIR.D02G128200","GOHIR.D02G128200","turquoise","1",4.93143301451094,5.13343139942556,6.45510977152416,6.11416930318649,7.2224215541912,5.11095044211951,8.8107992505709,6.72837898874125,6.54813273738769,7.26368777667531,6.95421296676706,4.38674804091344,8.58104605816836,7.85761269205366,7.06240222573499,5.99598001997267,7.75542078667455,7.84951413829047,6.84244933860617,3.94601732903445,6.5354220061772,7.55717135381236,6.67887189713042,8.12647306870378,NA,"D02",46078815,NA,1,"protein_coding",NA,NA,787,375,787,11,401,1,NA,"List"
"NA__GOHIR.D02G130000","GOHIR.D02G130000","turquoise","1",3.63309443821026,4.56114383378665,2.37746796713408,3.14908589167165,3.03784742832721,6.76670759699256,2,2,2.24132005180405,4.66569794417924,2,2,2,2,5.23005840031487,2,2,2.30125471211252,2,2,4.51179309369069,6.21270401088607,2,2,NA,"D02",46600446,NA,1,"protein_coding","CYTOCHROME P450 78A5-RELATED",NA,2064,1557,2064,92,314,2,NA,"List"
"NA__GOHIR.D02G155000","GOHIR.D02G155000","turquoise","1",4.33396082388176,5.8768711588724,2,4.49246508104013,4.68736011379323,6.39423421423709,3.08865834514957,4.86757553066045,4.98528229734967,4.6036144730317,3.6035298674839,6.71356602005127,4.024005446112,3.38140341602474,6.00804821073087,4.6038860631746,5.96948175780703,2.30125471211252,3.49349509290103,6.22413151411972,5.59633032379225,4.19150252964477,2.76267051994353,5.339562310606,NA,"D02",57902364,NA,1,"protein_coding","mitotic spindle assembly checkpoint protein MAD2 (MAD2)",NA,1905,624,1905,194,478,7,NA,"List"
"NA__GOHIR.D02G161400","GOHIR.D02G161400","turquoise","1",5.56465002702306,6.56373685524482,3.48251761949464,4.49246508104013,3.36722730504187,5.11095044211951,3.57135297758271,4.86757553066045,5.11221597496395,3.87682968160896,5.04991653743103,7.18543415096493,3.75938304448423,3.97925617107348,5.56130562104015,3.42925339053519,2,2.94775024566816,5.80083601608872,7.12729554822395,5.22051512505683,4.19150252964477,5.8077390411161,4.90195269954648,NA,"D02",60966808,NA,1,"protein_coding","PECTIN LYASE-LIKE PROTEIN",NA,4277,1560,4277,269,330,7,NA,"List"
"NA__GOHIR.D02G181700","GOHIR.D02G181700","turquoise","1",4.93143301451094,6.10655742440126,3.62920243250671,6.70516547083212,6.63643152338583,5.80816096005599,4.8474335402701,3.93895167572611,5.83707372517397,5.25588550226109,5.23981085720977,8.2824556944811,6.9216257323129,5.79095279323322,6.21033272525783,6.78266079967283,2,2.30125471211252,2,7.77935097364869,4.48095988327374,6.9964347069888,5.85480824308843,3.61354485408319,NA,"D02",66043140,NA,1,"protein_coding",NA,NA,1028,345,1028,338,345,1,NA,"List"
"NA__GOHIR.D02G211800","GOHIR.D02G211800","turquoise","1",7.19253011896855,7.85281632142496,5.03164889033698,7.346889756195,6.99515661862604,8.74039943931971,4.22094136269604,6.84362491248917,6.94767061827358,7.63350715030638,4.77089504173676,9.6485030962669,6.3996247894392,5.17410017721097,8.37447774921778,6.20907031443947,6.41315524464084,2.55034042698888,5.42752610510659,8.58936403704083,7.43727980756826,7.22004863943431,5.48764260699626,6.33119151461538,NA,"D02",70059475,NA,2,"protein_coding","kinesin family member 15 (KIF15)",NA,15606,9238,15606,169,228,38,NA,"List"
"NA__GOHIR.D02G216300","GOHIR.D02G216300","turquoise","1",5.2337505680273,6.84399716007029,2.92385636079773,4.14066522749712,5.2631580184824,6.51640478024209,4.22094136269604,6.29132433188909,4.80909208364921,4.6036144730317,3.11440863460451,6.70579254912925,7.17398353200766,6.92737378650709,7.30604612912162,5.28503881379777,3.70317544760233,3.51486701358104,2.93194882728233,4.86330544535908,5.95155476127171,6.14157815944891,6.12820013118799,6.17542906470764,NA,"D02",70487329,NA,1,"protein_coding","Aureusidin synthase",NA,2074,1647,2074,101,231,2,NA,"List"
"NA__GOHIR.D02G240100","GOHIR.D02G240100","turquoise","1",6.59213015619968,6.51123745113719,4.74030984265121,6.48749319135203,6.19984287910835,7.73996264183238,3.82179741624117,5.79822385029569,5.79983710923617,6.83433258260375,4.16838123875619,8.34133970642502,5.53163147737594,4.47199747563354,8.10062756522762,6.04612752501604,5.74512198312984,3.11175116310498,4.5833223916525,7.77183711437673,7.03727768995357,5.5117351305271,4.55493211186744,5.46019870372441,NA,"D02",72132041,NA,1,"protein_coding","DNA replication licensing factor MCM6 (MCM6)",NA,5352,2466,5352,66,385,18,NA,"List"
"NA__GOHIR.D03G002800","GOHIR.D03G002800","turquoise","1",4.42363915428117,7.10005773327558,3.48251761949464,5.9869884866476,5.41332118587675,7.29269262663543,3.08865834514957,5.58762403655308,5.92616576557734,5.99701755982773,3.11440863460451,8.32112976244763,4.83475734180146,4.66692074337652,7.40450897076867,5.05946778484332,4.95763719323603,2.30125471211252,4.13895953530986,7.66231469821242,6.66451718146565,5.96056323789466,4.08777918202374,5.70773220060547,NA,"D03",199860,NA,1,"protein_coding","cyclin B (CCNB)",NA,2578,1284,2578,222,276,9,NA,"List"
"NA__GOHIR.D03G009400","GOHIR.D03G009400","turquoise","1",4.76983570309366,5.8432858893683,2.6763755803175,5.17585029151347,5.12485542026683,6.22933505703302,2.64466924019999,4.59423824429262,4.73211424680523,4.07286220309567,3.11440863460451,6.44134288267995,3.0160479299037,3.65089734552499,6.57976520259784,4.90498759017388,6.06980362212107,2,3.98204152108898,6.06108632218334,5.6248170911276,4.19150252964477,3.51484206690889,3.97925607590045,NA,"D03",679099,NA,2,"protein_coding",NA,NA,2017,1258,2017,203,374,3,NA,"List"
"NA__GOHIR.D03G046300","GOHIR.D03G046300","turquoise","1",4.33396082388176,3.75119122132242,2,3.29940877964369,4.60650920920234,6.35109819829235,2,2,4.32354951075964,5.47976732791705,2,2.50891254229054,2.74981818715564,2,4.94606596884335,2,5.32548353261474,2,2,3.8350284653394,5.5376116869501,4.19150252964477,2,2,NA,"D03",6660853,NA,1,"protein_coding","FAMILY NOT NAMED ",NA,2314,1614,2314,311,291,2,NA,"List"
"NA__GOHIR.D03G047800","GOHIR.D03G047800","turquoise","1",7.47017623485285,5.68165395644968,4.67425236564362,6.13431731737629,5.52752323234878,7.13208779584757,3.4276825686727,4.66757876785842,5.8733733797921,7.59413877658331,3.8565437518839,7.95535253131359,4.52883790385157,3.8778860690021,7.4482553559006,4.66934388547027,5.96948175780703,2.76268627686853,4.21145014290031,7.29393903631985,6.13107871816765,4.79625498081983,3.73209302044089,4.58566567762675,NA,"D03",7094591,NA,1,"protein_coding","ribonucleoside-diphosphate reductase subunit M1 (RRM1)",NA,5161,2424,5161,322,248,17,NA,"List"
